"year_month","region","climate","epoch","antigen_drift","inter_air_traffic","persistence"
"2019-11","Africa","most-tropical","pre",0.275848513563825,0.822838363047254,0.73823616004189
"2019-12","Africa","most-tropical","pre",0.274429178767272,0.87559778503637,0.776674163863906
"2020-01","Africa","most-tropical","pre",0.279570739315989,0.864193178831587,0.856488722874118
"2020-02","Africa","most-tropical","pre",0.295639954974525,0.77333561070586,0.964064884984015
"2020-03","Africa","most-tropical","pre",0.30276378437688,0.558420463707254,1.08582870391078
"2020-04","Africa","most-tropical","pan1",0.310534096343823,0.107294952131744,1.17702710244448
"2020-05","Africa","most-tropical","pan1",0.306734223653205,0.109419231623129,1.25733424372192
"2020-06","Africa","most-tropical","pan1",0.302934350962587,0.0942339311402546,1.34285932761867
"2020-07","Africa","most-tropical","pan1",0.299134478271969,0.158407959033152,1.43133345245283
"2020-08","Africa","most-tropical","pan1",0.301386439204433,0.216800645798743,1.51812014198218
"2020-09","Africa","most-tropical","pan1",0.317860776380029,0.222375629501253,1.60269196223828
"2020-10","Africa","most-tropical","pan1",0.326471071209771,0.256859136967392,1.65467985578948
"2020-11","Africa","most-tropical","pan1",0.329881113888019,0.242837134801397,1.68141803318782
"2020-12","Africa","most-tropical","pan1",0.31944258916907,0.325062538521568,1.6626522979637
"2021-01","Africa","most-tropical","pan1",0.315993420352207,0.32792235142821,1.60749677213816
"2021-02","Africa","most-tropical","pan1",0.305819884967551,0.293165013820796,1.51372730406555
"2021-03","Africa","most-tropical","pan1",0.307906131007385,0.305153844864064,1.52955553496198
"2021-04","Africa","most-tropical","pan2",0.304073152302184,0.300623375175172,1.61387283269196
"2021-05","Africa","most-tropical","pan2",0.330361481945305,0.323285622311571,1.71349790763272
"2021-06","Africa","most-tropical","pan2",0.340541494198871,0.378992834357107,1.70127394675592
"2021-07","Africa","most-tropical","pan2",0.363973683236821,0.464203804774361,1.65294759416635
"2021-08","Africa","most-tropical","pan2",0.369111812561141,0.490899364847402,1.45433929680429
"2021-09","Africa","most-tropical","pan2",0.383945259093298,0.473303530863414,0.998009417123182
"2021-10","Africa","most-tropical","pan2",0.378417284359549,0.529815264146594,0.55364362326301
"2021-11","Africa","most-tropical","pan2",0.348706345545458,0.537452610012345,0.262427536466652
"2021-12","Africa","most-tropical","pan2",0.30086940488483,0.552400341888699,0.281292418870753
"2022-01","Africa","most-tropical","pan2",0.25606938165726,0.50072078638441,0.316285358433057
"2022-02","Africa","most-tropical","pan2",0.230664851215239,0.515860128654713,0.38881751141865
"2022-03","Africa","most-tropical","pan2",0.207456171431348,0.655407948326404,0.451696741080806
"2022-04","Africa","most-tropical","pan2",0.208729555765198,0.633094175549059,0.525739498197973
